Y,Yt-1,Yt-2
11201,19985,19678
19985,19678,16652
19678,16652,16413
16652,16413,13881
16413,13881,15241
13881,15241,12883
15241,12883,14696
12883,14696,14716
14696,14716,10104
14716,10104,18515
10104,18515,18138
18515,18138,19060
18138,19060,10531
19060,10531,15005
10531,15005,10327
15005,10327,15872
10327,15872,13091
15872,13091,15009
13091,15009,13474
15009,13474,13471
13474,13471,18172
13471,18172,14134
18172,14134,18402
14134,18402,13162
18402,13162,15933
13162,15933,19812
15933,19812,17748
19812,17748,15609
17748,15609,16185
15609,16185,13826
16185,13826,15786
13826,15786,13519
15786,13519,12677
13519,12677,11442
12677,11442,15171
11442,15171,16755
15171,16755,19290
16755,19290,15102
19290,15102,18326
15102,18326,18506
18326,18506,19817
18506,19817,16414
19817,16414,12752
16414,12752,13019
12752,13019,17685
13019,17685,18910
17685,18910,12293
18910,12293,14388
12293,14388,14705
14388,14705,19172
14705,19172,17995
19172,17995,12971
17995,12971,11754
12971,11754,15699
11754,15699,14471
15699,14471,13819
14471,13819,15527
13819,15527,17140
15527,17140,17262
17140,17262,15522
17262,15522,14315
15522,14315,19413
14315,19413,13688
19413,13688,16910
13688,16910,16185
16910,16185,14405
16185,14405,17827
14405,17827,10945
17827,10945,13413
10945,13413,10223
13413,10223,18377
10223,18377,19601
18377,19601,13138
19601,13138,18966
13138,18966,18708
18966,18708,18462
18708,18462,19512
18462,19512,17493
19512,17493,15015
17493,15015,19282
15015,19282,12050
19282,12050,12368
12050,12368,10609
12368,10609,17608
10609,17608,19050
17608,19050,18228
19050,18228,18409
18228,18409,19370
18409,19370,13948
19370,13948,16912
13948,16912,15356
16912,15356,10277
15356,10277,11311
10277,11311,19844
11311,19844,18259
19844,18259,14089
18259,14089,18294
14089,18294,19542
18294,19542,10271
19542,10271,16881
10271,16881,19578
16881,19578,10973
19578,10973,13540
10973,13540,18219
13540,18219,19633
18219,19633,17772
19633,17772,13339
17772,13339,13247
13339,13247,16558
13247,16558,11255
16558,11255,11607
11255,11607,11019
11607,11019,14612
11019,14612,10725
14612,10725,16375
10725,16375,16137
16375,16137,12683
16137,12683,15727
12683,15727,18896
15727,18896,17919
18896,17919,17890
17919,17890,11430
17890,11430,15154
11430,15154,15414
15154,15414,14254
15414,14254,19422
14254,19422,18119
19422,18119,19737
18119,19737,17663
19737,17663,11425
17663,11425,19029
11425,19029,13594
19029,13594,10161
13594,10161,13604
10161,13604,13676
13604,13676,14406
13676,14406,14469
14406,14469,17249
14469,17249,12380
17249,12380,12391
12380,12391,13257
12391,13257,12072
13257,12072,19205
12072,19205,10423
19205,10423,13688
10423,13688,13767
13688,13767,10789
13767,10789,19585
10789,19585,14147
19585,14147,17155
14147,17155,12937
17155,12937,11501
12937,11501,19384
11501,19384,12349
19384,12349,14212
12349,14212,12098
14212,12098,13631
12098,13631,12108
13631,12108,11471
12108,11471,17235
11471,17235,14605
17235,14605,15302
14605,15302,14637
15302,14637,17455
14637,17455,10968
17455,10968,18744
10968,18744,10892
18744,10892,11298
10892,11298,12990
11298,12990,16641
12990,16641,12500
16641,12500,16888
12500,16888,13139
16888,13139,11861
13139,11861,12415
11861,12415,15332
12415,15332,10088
15332,10088,10686
10088,10686,15224
10686,15224,16810
15224,16810,16807
16810,16807,17125
16807,17125,10098
17125,10098,14039
10098,14039,16011
14039,16011,11727
16011,11727,11948
11727,11948,16946
11948,16946,15800
16946,15800,12161
15800,12161,14374
12161,14374,10279
14374,10279,12470
10279,12470,16956
12470,16956,15178
16956,15178,11943
15178,11943,14580
11943,14580,17208
14580,17208,16178
17208,16178,12436
16178,12436,11749
12436,11749,11694
11749,11694,13178
11694,13178,19048
13178,19048,15601
19048,15601,19808
15601,19808,17214
19808,17214,11401
17214,11401,13651
11401,13651,18169
13651,18169,11321
18169,11321,17328
11321,17328,10321
17328,10321,11337
10321,11337,11306
11337,11306,12046
11306,12046,16534
12046,16534,11593
16534,11593,18554
11593,18554,10828
18554,10828,10501
10828,10501,12828
10501,12828,12458
12828,12458,14833
12458,14833,16244
14833,16244,11810
16244,11810,11653
11810,11653,19104
11653,19104,17517
19104,17517,10218
17517,10218,13922
10218,13922,17608
13922,17608,16630
17608,16630,11326
16630,11326,13091
11326,13091,17170
13091,17170,12687
17170,12687,10130
12687,10130,10795
10130,10795,11991
10795,11991,11508
11991,11508,12168
11508,12168,16581
12168,16581,16841
16581,16841,11664
16841,11664,10319
11664,10319,19471
10319,19471,16257
19471,16257,19820
16257,19820,18958
19820,18958,15592
18958,15592,14562
15592,14562,16325
14562,16325,14357
16325,14357,10903
14357,10903,12629
10903,12629,16789
12629,16789,19657
16789,19657,16667
19657,16667,18363
16667,18363,17799
18363,17799,18284
17799,18284,15542
18284,15542,11801
15542,11801,13437
11801,13437,13228
13437,13228,17979
13228,17979,10967
17979,10967,14673
10967,14673,14593
14673,14593,10347
14593,10347,12454
10347,12454,16077
12454,16077,12565
16077,12565,10108
12565,10108,14952
10108,14952,14991
14952,14991,15674
14991,15674,11668
15674,11668,13859
11668,13859,19426
13859,19426,18470
19426,18470,14992
18470,14992,19002
14992,19002,15970
19002,15970,10286
15970,10286,19309
10286,19309,18862
19309,18862,17297
18862,17297,18451
17297,18451,14874
18451,14874,13613
14874,13613,11523
13613,11523,15523
11523,15523,12304
15523,12304,15171
12304,15171,15056
15171,15056,12603
15056,12603,14968
12603,14968,17905
14968,17905,13796
17905,13796,13699
13796,13699,16096
13699,16096,12875
16096,12875,14639
12875,14639,17588
14639,17588,11324
17588,11324,11021
11324,11021,15660
11021,15660,13514
15660,13514,12097
13514,12097,16660
12097,16660,18302
16660,18302,17040
18302,17040,14309
17040,14309,12533
14309,12533,11766
12533,11766,12316
11766,12316,18043
12316,18043,12693
18043,12693,17872
12693,17872,12808
17872,12808,14804
12808,14804,18969
14804,18969,15732
18969,15732,17754
15732,17754,16534
17754,16534,17718
16534,17718,19263
17718,19263,14878
19263,14878,14485
14878,14485,18715
14485,18715,18830
18715,18830,14995
18830,14995,17983
14995,17983,19244
17983,19244,15336
19244,15336,10570
15336,10570,19097
10570,19097,13221
19097,13221,16207
13221,16207,14288
16207,14288,16484
14288,16484,14152
16484,14152,16198
14152,16198,15925
16198,15925,15632
15925,15632,13420
15632,13420,16869
13420,16869,15118
16869,15118,11295
15118,11295,11889
11295,11889,12998
11889,12998,18062
12998,18062,10613
18062,10613,16848
10613,16848,18554
16848,18554,15496
18554,15496,17895
15496,17895,19556
17895,19556,10020
19556,10020,11150
10020,11150,16663
11150,16663,13428
16663,13428,15899
13428,15899,10007
15899,10007,17983
10007,17983,13665
17983,13665,13083
13665,13083,12112
13083,12112,15117
12112,15117,14507
15117,14507,12400
14507,12400,11132
12400,11132,14904
11132,14904,12519
14904,12519,16233
12519,16233,16294
16233,16294,18699
16294,18699,12466
18699,12466,19584
12466,19584,19782
19584,19782,12078
19782,12078,13365
12078,13365,18026
13365,18026,18988
18026,18988,11814
18988,11814,10657
11814,10657,13742
10657,13742,18716
13742,18716,19585
18716,19585,19312
19585,19312,13310
19312,13310,19318
13310,19318,11838
19318,11838,10078
11838,10078,18463
10078,18463,11314
18463,11314,12607
11314,12607,17158
12607,17158,18153
17158,18153,19010
18153,19010,14867
19010,14867,17631
14867,17631,15884
17631,15884,11321
15884,11321,10564
11321,10564,11221
10564,11221,17234
11221,17234,10823
17234,10823,18816
10823,18816,14102
18816,14102,11682
14102,11682,13335
11682,13335,15372
13335,15372,11462
15372,11462,15804
11462,15804,16967
15804,16967,11085
16967,11085,12904
11085,12904,18832
12904,18832,17483
18832,17483,15752
17483,15752,14338
15752,14338,12722
14338,12722,17162
12722,17162,18094
17162,18094,14462
18094,14462,16939
14462,16939,17335
16939,17335,10559
17335,10559,19532
10559,19532,16769
19532,16769,17935
16769,17935,10313
17935,10313,18742
10313,18742,16008
18742,16008,14601
16008,14601,11839
14601,11839,17232
11839,17232,18496
17232,18496,11018
18496,11018,15750
11018,15750,17732
15750,17732,18417
17732,18417,11454
18417,11454,10406
11454,10406,18763
10406,18763,19084
18763,19084,13534
19084,13534,12825
13534,12825,19613
12825,19613,18240
19613,18240,15878
18240,15878,16547
15878,16547,11151
16547,11151,13268
11151,13268,12669
13268,12669,17267
12669,17267,16038
17267,16038,12210
16038,12210,13194
12210,13194,16247
13194,16247,17006
16247,17006,17155
17006,17155,13362
17155,13362,12332
13362,12332,14982
12332,14982,15044
14982,15044,19616
15044,19616,13605
19616,13605,13760
13605,13760,13753
13760,13753,11204
13753,11204,12882
11204,12882,16728
12882,16728,13019
16728,13019,16250
13019,16250,15413
16250,15413,17072
15413,17072,13440
17072,13440,10356
13440,10356,18153
10356,18153,14282
18153,14282,13106
14282,13106,10818
13106,10818,18660
10818,18660,12454
18660,12454,15009
12454,15009,13278
15009,13278,16506
13278,16506,16899
16506,16899,19676
16899,19676,19213
19676,19213,12169
19213,12169,13451
12169,13451,16838
13451,16838,17435
16838,17435,13165
17435,13165,12994
13165,12994,12980
12994,12980,10573
12980,10573,14015
10573,14015,14592
14015,14592,18533
14592,18533,14356
18533,14356,17007
14356,17007,15714
17007,15714,17901
15714,17901,18606
17901,18606,10886
18606,10886,13964
10886,13964,13000
13964,13000,10540
13000,10540,13715
10540,13715,19758
13715,19758,12488
19758,12488,15041
12488,15041,10264
15041,10264,14973
10264,14973,19988
14973,19988,14987
19988,14987,14033
14987,14033,10816
14033,10816,17356
10816,17356,13549
17356,13549,12694
13549,12694,17457
12694,17457,17995
17457,17995,14574
17995,14574,15776
14574,15776,18894
15776,18894,10799
18894,10799,16059
10799,16059,17944
16059,17944,10670
17944,10670,17521
10670,17521,18430
17521,18430,16026
18430,16026,11809
16026,11809,10906
11809,10906,13032
10906,13032,10554
13032,10554,15502
10554,15502,11848
15502,11848,15788
11848,15788,17355
15788,17355,14364
17355,14364,10302
14364,10302,15406
10302,15406,12643
15406,12643,18525
12643,18525,14868
18525,14868,11709
14868,11709,10810
11709,10810,15891
10810,15891,18169
15891,18169,14693
18169,14693,12240
14693,12240,13993
12240,13993,17641
13993,17641,17967
17641,17967,18957
17967,18957,15135
18957,15135,14865
15135,14865,19237
14865,19237,12614
19237,12614,10983
12614,10983,16821
10983,16821,11749
16821,11749,17032
11749,17032,11739
17032,11739,16782
11739,16782,18063
16782,18063,13874
18063,13874,13116
13874,13116,10104
13116,10104,10136
10104,10136,17228
10136,17228,10539
17228,10539,13560
10539,13560,14269
13560,14269,10222
14269,10222,10247
10222,10247,15102
10247,15102,14346
15102,14346,11159
14346,11159,12791
11159,12791,18725
12791,18725,12416
18725,12416,18861
12416,18861,18871
18861,18871,13101
18871,13101,11583
13101,11583,16470
11583,16470,13993
16470,13993,12507
13993,12507,18121
12507,18121,11001
18121,11001,13886
11001,13886,12168
13886,12168,17281
12168,17281,17059
17281,17059,11869
17059,11869,19331
11869,19331,10310
19331,10310,17432
10310,17432,17963
17432,17963,15123
17963,15123,18530
15123,18530,11495
18530,11495,13874
11495,13874,18053
13874,18053,15384
18053,15384,18013
15384,18013,13633
18013,13633,11602
13633,11602,10030
11602,10030,18194
10030,18194,15373
18194,15373,14884
15373,14884,14009
14884,14009,14547
14009,14547,13242
14547,13242,12062
13242,12062,11378
12062,11378,15207
11378,15207,19087
15207,19087,12516
19087,12516,16482
12516,16482,17485
16482,17485,17684
17485,17684,17668
17684,17668,19908
17668,19908,14187
19908,14187,15398
14187,15398,13256
15398,13256,14903
13256,14903,13949
14903,13949,17362
13949,17362,14013
17362,14013,14240
14013,14240,14356
14240,14356,15760
14356,15760,12350
15760,12350,19509
12350,19509,13820
19509,13820,19986
13820,19986,12600
19986,12600,15547
12600,15547,16439
15547,16439,10526
16439,10526,13675
10526,13675,16392
13675,16392,13986
16392,13986,11204
13986,11204,10956
11204,10956,11240
10956,11240,17975
11240,17975,10239
17975,10239,16414
10239,16414,15488
16414,15488,12816
15488,12816,16700
12816,16700,16620
16700,16620,17834
16620,17834,17791
17834,17791,19260
17791,19260,19443
19260,19443,11299
19443,11299,17912
11299,17912,18389
17912,18389,19294
18389,19294,17657
19294,17657,15494
17657,15494,14720
15494,14720,16428
14720,16428,17679
16428,17679,11751
17679,11751,10368
11751,10368,13914
10368,13914,14410
13914,14410,12028
14410,12028,17728
12028,17728,14428
17728,14428,12845
14428,12845,11619
12845,11619,11415
11619,11415,11970
11415,11970,19283
11970,19283,17932
19283,17932,14909
17932,14909,13128
14909,13128,13337
13128,13337,16686
13337,16686,17068
16686,17068,10784
17068,10784,18771
10784,18771,11473
18771,11473,19593
11473,19593,12043
19593,12043,11282
12043,11282,17541
11282,17541,17362
17541,17362,18196
17362,18196,11598
18196,11598,18248
11598,18248,18203
18248,18203,15905
18203,15905,15878
15905,15878,18506
15878,18506,19292
18506,19292,11780
19292,11780,19834
11780,19834,18152
19834,18152,16295
18152,16295,19871
16295,19871,17530
19871,17530,15751
17530,15751,10319
15751,10319,14074
10319,14074,13020
14074,13020,12572
13020,12572,16799
12572,16799,10397
16799,10397,11257
10397,11257,13085
11257,13085,16504
13085,16504,11249
16504,11249,12358
11249,12358,12772
12358,12772,16951
12772,16951,11121
16951,11121,15272
11121,15272,10618
15272,10618,10097
10618,10097,14330
10097,14330,16178
14330,16178,16478
16178,16478,14108
16478,14108,10969
14108,10969,15051
10969,15051,13822
15051,13822,17814
13822,17814,10167
17814,10167,13809
10167,13809,11687
13809,11687,12196
11687,12196,11152
12196,11152,10682
11152,10682,17555
10682,17555,16477
17555,16477,15962
16477,15962,13358
15962,13358,17553
13358,17553,18153
17553,18153,13993
18153,13993,15833
13993,15833,15508
15833,15508,12732
15508,12732,12601
12732,12601,17744
12601,17744,19249
17744,19249,16354
19249,16354,11785
16354,11785,11233
11785,11233,19753
11233,19753,16994
19753,16994,10482
16994,10482,14113
10482,14113,10322
14113,10322,15140
10322,15140,15110
15140,15110,18630
15110,18630,16230
18630,16230,17342
16230,17342,17955
17342,17955,12516
17955,12516,16528
12516,16528,19198
16528,19198,14901
19198,14901,14003
14901,14003,17399
14003,17399,10270
17399,10270,10084
10270,10084,15329
10084,15329,19174
15329,19174,11027
19174,11027,13826
11027,13826,17898
13826,17898,11516
17898,11516,13871
11516,13871,15516
13871,15516,16674
15516,16674,11296
16674,11296,17503
11296,17503,16233
17503,16233,13304
16233,13304,15191
13304,15191,12281
15191,12281,19105
12281,19105,13354
19105,13354,12243
13354,12243,19518
12243,19518,19963
19518,19963,11716
19963,11716,17623
11716,17623,15826
17623,15826,16470
15826,16470,14258
16470,14258,14576
14258,14576,12745
14576,12745,15594
12745,15594,13134
15594,13134,12179
13134,12179,10850
